"region_id","typhoon_no","typhoon_name","year","ty_label","mean","lower","upper"
1,"2018239N11161","JEBI",2018,"2018-JEBI",1.10197943963297,-7.98863858861581,10.6920907314217
2,"2016244N21123","NAMTHEUN",2016,"2016-NAMTHEUN",1.32130134991735,-1.44880296659589,3.98194848687618
2,"2018239N11161","JEBI",2018,"2018-JEBI",1.07704932470352,-1.18314575854987,3.24424945337694
3,"2010218N20127","DIANMU",2010,"2010-DIANMU",0.542923382357003,-1.33495505959223,2.42270236165119
3,"2012263N15141","JELAWAT",2012,"2012-JELAWAT",0.670465316883944,-1.64627005676105,2.99205003417237
3,"2013255N20148","MAN-YI",2013,"2013-MAN-YI",0.454987822833701,-1.12012284512459,2.03017650424765
3,"2014275N06166","VONGFONG",2014,"2014-VONGFONG",0.622000248410803,-1.52873977438294,2.77562998835427
3,"2016230N15138","MINDULLE",2016,"2016-MINDULLE",0.519467913833408,-1.27803129465032,2.31796677650402
3,"2016244N21123","NAMTHEUN",2016,"2016-NAMTHEUN",2.48467422717017,-0.672064469704215,5.8335166614641
3,"2018263N12146","TRAMI",2018,"2018-TRAMI",0.561007084854629,-1.3802639852477,2.50331937335081
3,"2019278N16165","HAGIBIS",2019,"2019-HAGIBIS",0.675417385055644,-1.65969249659528,3.01403123684663
4,"2010218N20127","DIANMU",2010,"2010-DIANMU",0.89036337171604,-0.932664110740076,2.80260910466862
4,"2011253N20145","ROKE",2011,"2011-ROKE",0.778782823469639,-0.816124955819198,2.45104013507333
4,"2012263N15141","JELAWAT",2012,"2012-JELAWAT",1.67219445823526,-1.74544224188457,5.26985981546475
4,"2013255N20148","MAN-YI",2013,"2013-MAN-YI",1.09468234535368,-1.14564638180655,3.44680035208203
4,"2014275N06166","VONGFONG",2014,"2014-VONGFONG",0.915572217754146,-0.959299736346786,2.88172830727055
4,"2016230N15138","MINDULLE",2016,"2016-MINDULLE",2.9272231626159,-1.32184406343079,7.14396556536378
4,"2016244N21123","NAMTHEUN",2016,"2016-NAMTHEUN",3.43349435246125,0.04256594221105,6.75199823454028
4,"2018263N12146","TRAMI",2018,"2018-TRAMI",1.40931944118502,-1.47430782774601,4.43812121260223
4,"2019278N16165","HAGIBIS",2019,"2019-HAGIBIS",1.51820581162639,-1.5877575529193,4.78148075074015
5,"2010218N20127","DIANMU",2010,"2010-DIANMU",0.29790245525745,-0.923731139740303,1.52890131196997
5,"2016244N21123","NAMTHEUN",2016,"2016-NAMTHEUN",0.294723530567516,-0.914052024177476,1.51259392342048
5,"2018239N11161","JEBI",2018,"2018-JEBI",0.395753129974034,-1.22531745620007,2.03101562486571
5,"2019278N16165","HAGIBIS",2019,"2019-HAGIBIS",0.3144615866644,-0.975506734524015,1.61390467741501
6,"2010218N20127","DIANMU",2010,"2010-DIANMU",0.205234925052162,-1.07748409355721,1.51535532076552
6,"2012263N15141","JELAWAT",2012,"2012-JELAWAT",0.275235816553847,-1.44259334417039,2.03151570588711
6,"2013255N20148","MAN-YI",2013,"2013-MAN-YI",0.184685229487143,-0.970585155246739,1.36391178561607
6,"2014275N06166","VONGFONG",2014,"2014-VONGFONG",0.180220351694103,-0.947567145908821,1.33106757546293
